date,assets,assets_avg,assets_ie,assets_ie_avg,assets_tr,equity,tier1,tier1_avg,tier1c,rwa,netintinc,nonintinc,nonintexp,nonintinc_tr,alll_lvl,lllp_lvl,tstock_prchs,dividends,impair_gw,impair_oint,inc_extra,nonintexp_comp,nonintexp_prop,dep_dom,dep_fgn,loans,loans_avg,loans_ci,loans_cld,loans_mfam,loans_nfnr,loans_heloc,loans_sfam,loans_sfam_l1,loans_sfam_l2,loans_cons,loans_cc,loans_consxcc,nchg,nchg_ci,nchg_cld,nchg_mfam,nchg_nfnr,nchg_heloc,nchg_sfam,nchg_sfam_l1,nchg_sfam_l2,nchg_cons,nchg_cc,nchg_consxcc,inc_tr_assets,nim_with_tr_assets_y9,nim_ta
02Q2,5406478992,5378745373,4027721111,4020504881,619697420.5,403402880,320133100,319597817.5,261409203,3869606720,40857134,42227624,53026620,2717208,49778508.5,7998002,3064373,5453510,,793289,-295004,23085357,5802442,1432944037,522640210.5,2474610795,2456371553,530406076.5,81304313,28451703,218330977.5,121955043.5,540279451.5,460606031,79673420.5,406403111.5,126490557,279912554.5,7759628,3357294,25867,5407,76594,69506,335438,227139,108299,3117806,1826756,1294676,5690277,0.8805032916,0.7596034236
02Q3,5456790420,5431634706,4056213726,4041967418.5,664555134.5,406421180,319801089,319967094.5,262727815,3846481633,39821390,30703642,44461172,1683607,49532799.5,8771620,4009379,5579373,,896742,1853502,21172784,5915051,1448581558.5,524349722,2513567527,2477098218,511231166,82493321,28697272,218395379.5,132500765.5,570986599,493671368,77315231,420773540.5,133427006,287346534.5,8219797,4072170,42790,2948,90813,64321,320788,210125,110663,3269013,1775928,1482448,5683665,0.8460894334,0.73313822
02Q4,5636234860,5546394376.5,4228955276,4143287750,671844318,416692184,325171812,322542210.5,270774660,3965717171,40713922.202,41337851.563,56211120.081,1721249,50430221.5,8845295,2018706,6089739.989,8574.2095588,842981.51838,-650990,22948147.717,6146456.6581,1489912598,528889358,2617239652,2575884614.5,501985237.5,82738167.5,31239214.5,221028451,142104341.5,641499542,568962875.5,72536666.5,437153252,140625649.5,296527602.5,7995970.1654,3250125,31951,13766,136995.84926,76033,335529.54412,237662.54412,97867,3286514.7721,1688403,1598111.7721,5095876,0.8455411321,0.7340610753
03Q1,5752566825,5693553945,4273944941,4251450108.5,669488346,422749529,331173359,328172585.5,275801778,4010629754,41872890,41319330,52134996,4001749,51141120,6529559,3284463,5899099,127000,889933,48107,24468292,6162179,1536164334,547948641,2661799982,2632281310,495157549.5,81889707.5,34391691,225865191,153138360.5,708159576,640796784,67362792,441447889.5,137359589,304088300.5,6899069,2549711,16666,1807,70650,84199,346818,239080,107738,3307950,1744412,1563538,5285635,0.8509126945,0.735443809
03Q2,5953079612.5,5852598908.5,4446807663,4360571746.5,689984197,440454051,345341530,338471140.5,286956292,4205166003,42510327,43918355,54553573,3799839,51241179,6311425,1908682,7839993,,948348,51833,25295244,6372779,1574603566,552507631.5,2761845471,2698023118.5,487188099.5,79520360,36208078,229754779.5,167248476,753515530,687073640,66441890,445394429.5,132857892.5,312536537,6608091,2310634,27424,1219,115289,89437,325204,215549,109655,3280523,1731887,1548636,5280407,0.841695993,0.7263495699
03Q3,6182531496,6075959699.5,4630876411,4544814691,711052884,452006770,366143334,360016257.5,300093543,4246729058,43425769.178,46728640.211,55584338.267,2774499,51253419.5,5412434.1444,1727988,7469546.7444,-1000,763510.28889,62922,25013003.894,6390871.05,1619801032,564331240.5,2807121321,2795209281,467245409,78530498,34510283,221886390.5,177694655,797035971.5,731497550,65538421.5,482128127.5,156485798,325642329.5,6572013.6167,1924458,38537,3454.9888889,105866.29444,63703,352677.97778,235964.97778,116713,3589827.2222,1864679.0778,1725148.1444,5028974,0.8262340814,0.714714569
03Q4,6213004486.5,6196980926.5,4649927304,4640619503,749669174.5,460554977,372849860,369517034.5,306865968,4311195843,43075934.588,49856365.449,57764670.096,2478584,50422368,5847965.2463,2157583,8038684.0846,1328,915796,770388,25187797.059,6787881.4669,1635552383,590858629,2829130924,2779970829,456175631,79047202.5,35246550,222143772,194804113.5,789143996,726382270.5,62761725.5,511669789,179595164,332074625,7154402.7978,1698625.6691,25659,-191,93082.746324,139211,964804.88603,767175.88603,197629,3958791.4963,2308629.9007,1650161.5956,5161875,0.7991396596,0.6951116213
04Q1,6541663060,6347134325,4894293207,4749270039,795472772.5,482272574,381323495,371087241,319519910,4520106845,45760399,48996873,58545264,3973018,50176770.5,5359779,3626031,8004782,,1039434,-135365,27294349,6599486,1656268901,622410914,2943562787,2891739366,442084412,81081316,35456671,223468679.5,216790554.5,801739916.5,739002665.5,62737251,521618670,182749081.5,338869588.5,6528843,1059545,8611,1793,44219,96528,495570,357914,137656,4604944,2725162,1879782,5876782,0.8252934456,0.7209615656
04Q2,6834554926,6785100729,5164847463,5077556218,800349369.5,518297619,396840131,397044817,333422489,4704750564,47453364.044,53541837.044,72563243.244,2990765.3333,53025499.5,5251873.8444,3588934,8378325.3556,9273.7111111,969536.48889,91953,28023330,6804842.6889,1766003220.5,655432875,3113189119,3064664269.5,446910727,89482728,36246229,234839081.5,242425191.5,868987508,803019368.5,65968139.5,575752179,211016751.5,364735427.5,6283366.2667,755722.68889,-2347.222222,5013,18200.4,93066.6,425520.71111,340069.73333,85450.977778,4868242.7333,2973870,1894372.7333,5948784.4889,0.8073175613,0.6993759701
04Q3,7247276125.5,7179501890,5415833092,5368120678,831484912.5,602084678,418926116,413971005.5,354212813,4980693922,50297439.32,49550450.442,63934244.061,1292298,53371775,5713369.3481,2096507.5193,8754283.1602,,1809852.5083,85197,27423703,7122988.0663,1845413369.5,665859692,3285073590,3227828434,460581647,99181281.5,38992098.5,250066019.5,271872956,916045376,849371380.5,66673995.5,612289568.5,233586304,378703264.5,6189070.4641,507354.47514,10480.878453,6108.0331492,91642.038674,79507.834254,433522.29834,347843.9116,85678.38674,4887006.2265,2903839,1983167.2265,6151717,0.8113006317,0.7005700408
04Q4,7496871395.5,7366149660,5567517390,5513992160.5,879846513,632734090,429609509,425846105.5,363921746,5099065202,49697397.454,55759356.469,67564095.582,2904400.8132,53308819,6047552.7509,3738573.9487,10443147.604,39000,1613139.337,-8793,29757210.927,7743942.4286,1954794130.5,683549580.5,3480014528,3417099835.5,480550239,104384819.5,44434514.5,264020674.5,301954990.5,961835403.5,891189123,70646280.5,653928843,261567103,392361740,7347622.5311,703181.86447,16956.615385,2770,62115.882784,87281.673993,478737.28938,395110.18315,83627.106227,5782951.5311,3305472.696,2477478.8352,6738029.4872,0.7772701188,0.6746726546
05Q1,7926391233,7790414482,5887951833,5754087727.5,966052074.5,631281307,432586962,428217517,364716807,5163365687,49646919,58340657,66880684,5920094,51076675,5320499,6164056,9847084,,1455172,460478,30445610,7198981,1940641467,707592470.5,3457391231,3410356071,471069475,108197374,44232305,259118970.5,315939604,972740549,900099564,72640985,670110329.5,268153853,401956476.5,6246317,219159,13869,3112,29737,87423,437720,359665,78055,5237021,3160184,2076837,8297842,0.7387780681,0.6372821255
05Q2,8148396304,8040343566,6096563663,5994887024.5,1003893973,652919557,450013013,441506662.5,376710568,5339301761,49669840,54856694,66983821,1760062,50164268,5653215,4432444,9137038,1,1524101,1629879,29112285,7145193,1956004007,720772071,3559512379,3481651466,490483249.5,116285705.5,44916043,263781859.5,333575738,995468974.5,915516510.5,79952464,676801489.5,267372837,409428652.5,5788441,295444,-8422,4221,21788,89738,366082,301466,64616,4992103,3147865,1844238,8877387,0.709692731,0.6177576815
05Q3,8298523182,8223459743,6261536811,6179050237,1029112087.5,655534823,458510194,454261603.5,384756279,5528513637,50550213,60854984,68827450,5606593,50199018.5,8337862,8372150,9510212,1,1443279,2082231,32042288,6839902,1978879100.5,732433649.5,3676045533,3616383949,501077607.5,123076962,46750258,272177911,344443655.5,1042887509,952485808,90401701,688102307,270210475,417891832,7566703,218775,7891,1044,38900,97121,376191,326184,50007,6434324,3211432,3222892,8886700,0.7012912685,0.6147073687
05Q4,8518125246,8413699670,6397721343,6340000995.5,1039194044,664079656,466647501,463443704,391869881,5626707075,52442681.956,59394911.287,70520132.831,2944220.0588,50411823.5,8032935.9706,7938767.0662,11428932.044,50174,1363040.3382,2290781,31102980.566,7403484.625,2049360783,746540066.5,3775219392,3749200146.5,519460893,130895294.5,47362792,279045626.5,344310478,1099537791,994898296.5,104639494.5,710164260.5,282758446,427405814.5,8598888.0074,635234.77206,690.60294118,971.91176471,26820.926471,104550.76471,381232.81618,314716.70588,66516.110294,7006351.9412,4567453,2438898.9412,10391850,0.710682963,0.6233010924
06Q1,8783005286.5,8677392045.5,6624196382,6527693664.5,1073594648.5,694683289,486648077,481237397.5,405900308,5844450453,52738930,66733116,74201554,7005987,51502638.5,5807065,6321114,10086332,,1596571,88194,36750520,7430641,2158061257.5,788796878.5,3943530659,3911036700.5,563959132,143949764,41396729,284913208,344262205.5,1126403952,1004152805,122251147,761087006.5,303920438,457166568.5,5590996,312034,7142,6280,18982,141536,466790,392292,74498,4532125,2548505,1983620,11029527,0.6938156774,0.6077739685
06Q2,9163310975.5,8999192207.5,6889566851,6758159652.5,1150526577,699324871,500563076,493748659.5,417699013,6012627024,52921111.955,66383008.562,72653307.506,5315035,51525189,5907019.3371,4854867,11735356.135,,1607567.3708,265483,34972069.416,7338543.1011,2210894911.5,847081106,4062120510,4009908779,575298798,153959182,40593662.5,289624237,355892256,1158251838,1025666613,132585225,762134442.5,295322118.5,466812324,6190705.9888,437189.98876,10033,4025,19013,137399,556657,468729,87928,4899930,2920620,1979310,12798840,0.6691517456,0.5880651367
06Q3,9303425688.5,9233077321.5,6993803233,6942019394,1209108986.5,729604354,524522601,512574390.5,435788281,6170032930,53348280.578,66840244.067,71028561.839,5962288,51367775.5,7210501.1667,5035569,10087219.794,,1546331,500568,34014151.878,7457372.8667,2233774283,888774351.5,4126699685,4117024838,583020440.5,160980575.5,39915686.5,300892739,368577233.5,1178200728.5,1037230051.5,140970677,774072073.5,304143357.5,469928716,7109561.2167,524548.86111,17268,-4863,29103,171683.33889,537993.41111,426830.41111,111163,5685866.6056,3248959.0333,2436907.5722,11713442,0.6544895147,0.5777952325
06Q4,9779180795,9571237009.5,7239371845,7165632740.5,1256469643.5,772572882,541983022,535207708,447554804,6439324867,55535267.412,70364730.342,77889088.257,5525676.2794,52809052.5,10836209.147,5230669.2096,11651035.077,,1658488.3824,5121239,36141524.735,8104760.3272,2318054034,929994967,4397724694,4367871126.5,591049137,169566452.5,48953488,313974461,378154000.5,1269364744.5,1116052137,153312607.5,804947465.5,320853002.5,484094463,8464263.8199,913218.32721,28592,3706.75,26963.25,243002.86397,604668.86029,452074.23529,152594.625,6352242.7684,3524628.375,2827614.3934,13565812.875,0.6593991011,0.5802308245
07Q1,9885825123.5,9806747114,7288840373,7272599810.5,1365618195.5,765811596,526932706,535331239,432410359,6455529840,55794982.595,70767554.326,77713629.825,8678088.2466,54363885.5,8970246.3233,11504454.493,11889604.652,,1632836.8274,-138403,38306399.282,7765566.9644,2370537718.5,959916522,4384140626,4350483845.5,606544245.5,173810480.5,52211625.5,319622974.5,374025511.5,1321547955.5,1162696820.5,158851135,815765637.5,319141037.5,496624600,8345510.5178,675156.52329,32522.671233,-62,41068.273973,300980.80822,779778.87671,531395.0274,248383.84932,6333608.2959,3542874.9452,2790733.3507,14457693.123,0.6459084797,0.5689448494
07Q2,10442103525,10187392574,7627602869,7486419330,1497332187.5,775192133,542126869,536637982,441309709,6756548583,57313740,75327865,78993296,7204806,55905678,10213246,9220935,12478600,,1664059,11284,38911397,7875233,2371904643.5,1025572943,4574913593,4512947691,632407435.5,177829845,52346841.5,325145888.5,371308009,1329879360.5,1166775998.5,163103362,830056304.5,313236035.5,516820269,8576588,801303,48118,3841,55173,387094,904037,537676,366361,6224239,3449678,2774561,15398774,0.6379711181,0.5625947914
07Q3,10956184161,10726439029,7986535809,7828977249,1585779324.5,807804062,554152928,550406735.5,449853610,7033564087,59417300.194,54569309.261,74725196.4,-3700378,59755122.5,15493547,6817783.0667,12040616.472,881100,1846014,-900390,33009108.072,7917926.0667,2416095682.5,1129897438,4761511855,4668360782.5,669460006,184004105,51949984.5,332201056.5,378660833,1351894410,1180488314,171406096,860455794.5,324116509,536339285.5,10260782,1098561,110076,3850,45755,540413,1123371,727882,395489,7004398,3633253,3371145,16190918,0.6311081941,0.5539331369
07Q4,11106181044,11030600712,8086827850,8037905028,1613015309.5,790485669,522916588,538666853,401326662,7086301041,63004169.618,36288622.077,90207975.243,-28915846,69132855,26919060.169,4537796,13964344.827,3332866,2945644.0625,-268179,38326484.754,8672697.3493,2493153881.5,1194016181,4881257329,4827598137.5,717084799,189802850,50890713.5,343102985,389238752.5,1350635020.5,1176105217.5,174529803,894588535.5,341823335,552765200.5,13462816.092,2068061.3529,201279.23897,16645,91002.536765,883700,1813781.3824,990814.69853,822966.68382,8051415.5809,3993211,4058204.5809,17284889,0.6528306878,0.5711762329
08Q1,11522000616,11342474518,8217950232,8181656540,1719786749.5,832642949,564873627,548100254,406372809,7354939196,65967682,50762940,79994868,-12197906,83216742,30265083,2102148,11299248,,2048880,-89732,38252328,8689739,2605418782,1242999821.5,4918500203,4892190917,768740242.5,198046446,51360274.5,360528278,401952822,1325282570.5,1154154544,171128026.5,911118767,344342085,566776682,16719104,1887958,507780,19466,127808,1622189,3402726,1919159,1483567,8769385,4666238,4103147,17488425,0.6662430928,0.5815986793
08Q2,11539301198,11527800113,8293357436,8253133667.5,1769797476.5,866096538,599411708,578584711,403495188,7391283247,68830201.933,56745001.978,93164389.511,-8154586,97463488.5,35773137.044,236156,11301582,7139680,2039958.5111,-267235,39936846.911,8854917.2444,2649551758,1208992624,4902293969,4898560057.5,763215604.5,196930256.5,54101153.5,362537218,413587929.5,1272132013.5,1105563225.5,166568788,913971637.5,336306436,577665201.5,20782486.978,2204167.8889,1045813.4889,40702,274608.86667,1998713,4754173.3556,2853714.6667,1900458.6889,10080658.822,5528970.3333,4551688.4889,16526721,0.6867272751,0.5970801129
08Q3,11829170798,11680528629,8552903632,8423130534,1714156896,835540818,599315545,599363626.5,403678849,7626072285,69599647,50143232,103462122,-8906760,115233385.5,41347960,2077791,11054881,20259781,1978335,1050768,37571576,9154808,2742638830,1189018119,5188307630,4943921573,780590376.5,201722115.5,70175409.5,370664293,450609374.5,1311687932.5,1141246623,170441309.5,928369416.5,352414161,575955255.5,23893188,2554360,1385559,40321,229351,2412559,5857447,3802617,2054830,10768379,5726723,5041656,16142965,0.6865707171,0.5958604205
08Q4,12198552134,11653084955,8240068869,8455419353,1570013736.5,900705797,699610529,654511355.5,359160800,7483245587,80077732.333,26353452.667,120453480.67,-26715075.67,135161872.5,60475826.667,503216,11020067.333,30756044.333,3405936.3333,5154644,33678185,9939326.3333,2975719524,1176861472,5113130702,5194423570.5,829623093,214893911,89214975.5,398254383.5,490043224.5,1366634600.5,1191958777,174675823.5,933902292,372551820.5,561350471.5,30412390.333,4198981.3333,2929759.3333,182753,705051,2802490.3333,6181891,3927791.6667,2254099.3333,12169969.667,6190655.3333,5979314.3333,15240598,0.7987458658,0.6871805418
09Q1,13683559599,12413709171,9789180755,8921270801,1710663958,1094458678,874360316,778200983.5,437831829,8477692102,76043982,97409220,104767334,21187963,150947781,51005415,131500,7437757,1681681,2528979,-22394,49132436,10164949,3011167805.5,1106657968,5083062279,5153364612,781564771.5,190922873.5,88805902,382140002,494120250,1342003421.5,1179767818,162235603.5,918310783.5,356075111,562235672.5,31485677,4483608,1598377,83465,317366,3520555,6362021,3829572,2532449,14072723,7933620,6139103,16550517,0.7152412399,0.6125806635
09Q2,13469081630,13599348275,9787647171,9807513218,1967331385,1126752680,898519847,889914145.5,529531066,8313946974,76107506,100871908,114897042,17708968,172360869,54846632,73798,8299642,2398120,2510207,-3731761,52459730,10163412,3085080182,1041425449.5,5002027940,5092621407,749307836.5,185120407,90394764,384133218,499329422.5,1341604014.5,1190001114.5,151602900,941908367,366639778,575268589,41045035,6022965,2251593,148820,559684,4522902,8477250,5642565,2834685,16510840,9841309,6669531,14594537,0.6463567764,0.5596408332
09Q3,13337472684,13401385832,9725049068,9756948086,1986643290.5,1148805400,919500082,910764026.5,610696357,8178131786,75086761,96430700,109982589,19703427,183164483.5,49970716,88292,5333200,-554704,2574243,-1098398,51843712,10308132,3055911275.5,1082178770,4838975761,4914462098,711155075,173696774,90583068,374492327,491632274.5,1280327354,1139472473,140854881,935948028,360131765.5,575816262.5,42953167,6362784,3133674,311817,1155916,4545935,8547788,5605633,2942155,16666394,10037793,6628601,14065092,0.6393849938,0.5602910172
09Q4,13459570505,13400062119,9822817608,9774190661,1994952024.5,1136880564,890553807,906181148.5,644079242,8189533581,73939201,78118928,106324614,5832936,186237577.5,47676910,226061,7133139,,2385857,-1650984,42093962,10947441,3120147667,1140373914.5,4755443253,4822654636,664829741,168063290.5,92228582,378690211,490434243.5,1261168141.5,1127072905,134095236.5,914636636,355082738.5,559553897.5,47966353,5781838,3080500,403746,1334477,4866300,13000325,9297352,3702973,17190622,9765800,7424822,13557112,0.6282462791,0.5517825242
10Q1,13722148178,13590859342,10149108088,9985962848,1974722097.5,1142216022,885041455,887797631,662535137,8020953852,83048164,105822772,114898341,27512570,202834651.5,41509289,2690740,3402767,,2317667,78597,53640929,9894579,3145358286,1127111642,5039928369,5130860747,639981755,158213220,92358854,384254833.5,489757915.5,1244093663.5,1116990747,127102916.5,1062779244,504744741.5,558034502.5,46646364,4219350,2231156,295201,1059461,4796236,8945741,6378107,2567634,23495419,18179556,5315863,13088303,0.6943428773,0.6110589619
10Q2,13820186050,13771167114,10215671976,10182390032,1963349064.5,1177533525,911462031,898251743,689683005,7896327777,79882172,92690566,113159609,13741802,214568809,31179845,270112,2847824,,2374183,442735,50904205,9829931,3132925207.5,1066601632,4976371290,5004902241,626937069.5,147695538.5,92276458,386674033.5,487064583.5,1221795734,1101967921.5,119827812.5,1203746983.5,645748945,557998038.5,40634871,3441908,1736288,290371,1640375,3922747,7842433,5904694,1937739,20925573,16554667,4370906,13299342,0.6576970851,0.5800682784
10Q3,13700067993,13760127022,10025857086,10120764531,2027544159.5,1215528727,937928262,924695146.5,720804094,7927274285,78512961,87581285,122156772,12393913,204329881,25821931,3065425,3153419,10401770,2275201,-233001,50337606,9812142,3122308089,1063405055,4942420096,4911332500,616424012.5,137333314.5,90594487,381810239,480261437.5,1210472230,1097212084.5,113260145.5,1174001219.5,629976138.5,544025081,36183752,3504149,2109378,248603,1602473,3623910,6718499,4896420,1822079,17517155,13776816,3740339,13217648,0.6462871746,0.5705831122
10Q4,13506039694,13603053844,9841570078,9933713582,2046410707.5,1214077121,943524772,940726517,734029059,7874283438,76822098,85338169,120425699,8592814,193371393,21891163,1857611,4603016,3776242,2572179,-133552,48954959,10429415,3145104454.5,1078676810,4966510385,4954208607,617636406.5,124081169,87784927.5,375839116.5,472069948,1216734116.5,1109939080.5,106795036,1143717419.5,624506995.5,519210424,33004034,2779058,1549960,437753,1549083,3212247,7170044,5447475,1722569,15627931,11952079,3675852,11915866,0.6412462521,0.5647415564
11Q1,13564449964,13575299937,9931137090,9921591821.5,1988608111,1245996862,955554602,953028195,765361254,7956756463,75545858,99167288,121392086,22306326,181298278.5,14732490,2098407,6288183,,2109882,-49204,56860181,10086488,3196791659,1147861769,4944444443,4954959090,637344577,112793373.5,85081346,373214306.5,465003163.5,1209536582.5,1107883409.5,101653173,1104374778,602922254,501452524,28108713,2365958,1011114,218624,828962,3076078,6311336,4641135,1670201,13580721,10346858,3233863,11850148,0.6342954646,0.5564949456
11Q2,13866765165,13715607565,10133221403,10032179247,1977802340,1263603187,962475402,959015002,783574874,7954940232,75637958,84305417,125845087,14583030,169702238.5,14245061,6629159,4323792,2601885,2101495,103074,53388667,9987085,3202461445.5,1200172466,4975386554,4970929701,655199369,103421437.5,84765393.5,371564944.5,455786064,1177533922.5,1081675768,95858154.5,1080895779,580137950,500757829,24083689,1693582,813205,174004,818240,2943901,5726178,4316487,1409691,11255433,8832194,2423239,12121776,0.629792456,0.5514736233
11Q3,14000781525,13953454982,10251402599,10211112690,1935484182,1287674512,959567511,961303852,786438401,7954535759,72456232.722,89598887.611,113482893.61,8996585.2778,161684001.5,15634223.139,8233957.8333,4434307.7778,13000,1972173.1111,1055183,48204629.444,10053644.917,3226327506.5,1196128739.5,4969561663,4977664436.5,674564316.5,96559441,85296847.5,373822678,451646488,1171783701.5,1080241509.5,91542192,1081525203,576140968,505384235,23495608.083,1681842.6111,867755.63889,115366.27778,824629.11111,2713876.4167,5211221.5278,3973790.9167,1237430.6111,11935650.667,9600219.8056,2335430.8611,11954996.417,0.5965146739,0.5192709105
11Q4,13880518280,13939290792,10273039445,10262221022,1890334673.5,1291881508,972432986,966000248.5,806526922,7931087015,74816214,78370284,119673367,4918425,153878724.5,14167854,2883284,5260684,834724,2129936,179441,48502363,10229238,3265666428,1160011223.5,5079411059,5026583715,703200390.5,88438331.5,84666266,373797397,448075816,1190465058,1103754393,86710665,1083422641,579268982,504153659,20100873,1550592,586263,154033,786570,2392192,4981260,3655514,1325746,8982343,6498308,2484035,10656600,0.6156418113,0.5367289851
